portfolio_id,documents,new_portfolio_id
8519caa9-d086-4756-8bb7-d35f4176ac72,1,e8e41d15-ac9c-42a4-8e31-1dd5529107f8
db4c0c08-6562-4143-b8a6-156a6ef89db6,1,be5136f4-c200-46d2-a9b2-445f19932994
609309e4-93b4-401c-9681-abc9665637f5,1,354d59c1-c555-47da-a984-f687d8e393f7
d6bde104-d321-4e61-995b-4e7e6ea65022,1,a35981b8-d95a-4a9d-af54-8acae8acfdc1
c92f9463-bb6f-49f7-8835-f2fb807cca7f,1,f73463a6-c83d-43f8-8be4-601e8cb25789
b487cf60-573e-4136-993c-25d13eb12c6c,1,e63c6109-f465-4f48-978f-73822615bdea
75194315-ded4-4d51-ab02-4243a08c2aef,1,b8398447-ba2c-4ad8-9d8d-d0cd624a910e
eb564f4b-220d-456f-ba51-1c70b1ffa3e7,1,df3aab15-5718-4a5a-9466-e3aa0f9d4a39
3ae9f3a1-4ced-462b-9ea7-675dc30ec0b3,1,93f06b73-cb35-4751-9110-3c84b7f5187a
73d2353e-0434-4550-b413-0740da58059c,1,580997a5-cdac-443e-a6c9-ce88f5a196bc
8ae8e764-7503-4d84-911a-b03015126654,1,8f4318ae-5b5a-45e9-9713-c57565b264bb
c92c84e3-52bd-445c-97e3-dd4496459fa9,1,faa032fa-2a44-4f2b-946b-abbd5d918fd9
25f696d5-e220-49c3-8a8b-2b3fb82673e1,1,894f0274-9a4a-48c3-a3fd-25f8fe1d4733
c81e3af8-ca02-43c1-a193-cb85905509ee,1,29cf2c61-b770-4043-b7af-b147d16deadd
6533c5c4-df93-4c36-8143-3c2205b41db3,1,757013db-4b30-4db5-a7f4-bfd2db478007
4100fd71-7be2-4a2a-aedf-65ab71bee94a,1,4085f539-bfee-478b-b734-e697172cd9f8
